Step,AverageSustainability,ShareState0,ShareState1,ShareState2,ShareState3,GiniScore,AdoptionVelocity,PeerInfluenceEvents,TaxSignal,Run
38,0.7911333333333335,0.006666666666666667,0.19,0.49333333333333335,0.31,0.11790876660767935,0.011200000000000099,230,0.29584968253300425,0
39,0.8072666666666667,0.013333333333333334,0.11333333333333333,0.57,0.30333333333333334,0.10084868004514513,0.016133333333333222,223,0.29647935485312027,0
40,0.8048000000000001,0.0,0.17333333333333334,0.49333333333333335,0.3333333333333333,0.11059863043958464,-0.002466666666666617,223,0.29623968694525143,0
41,0.8174000000000001,0.006666666666666667,0.14333333333333334,0.48,0.37,0.10884348748062923,0.012600000000000056,222,0.29670391721082207,0
42,0.8122,0.01,0.13666666666666666,0.5066666666666667,0.3466666666666667,0.10815206982407156,-0.0052000000000000934,217,0.29647935485312027,0
43,0.8019333333333334,0.01,0.13666666666666666,0.5533333333333333,0.3,0.10501316263474356,-0.010266666666666646,220,0.2963614695047177,0
44,0.8067333333333334,0.013333333333333334,0.14666666666666667,0.49666666666666665,0.3433333333333333,0.11302233975153551,0.0048000000000000265,226,0.2963614695047177,0
45,0.8001333333333334,0.0033333333333333335,0.17,0.51,0.31666666666666665,0.1108854079875573,-0.00660000000000005,231,0.29623968694525143,0
46,0.7992666666666668,0.016666666666666666,0.15333333333333332,0.5033333333333333,0.32666666666666666,0.11612505908193592,-0.0008666666666665712,222,0.29659346471676606,0
47,0.7964000000000001,0.0033333333333333335,0.18333333333333332,0.49666666666666665,0.31666666666666665,0.11440537976449566,-0.002866666666666684,232,0.29611388174079123,0
48,0.8018666666666667,0.01,0.15,0.5233333333333333,0.31666666666666665,0.11000277131138432,0.00546666666666662,224,0.29659346471676606,0
49,0.8082000000000001,0.0033333333333333335,0.17,0.47333333333333333,0.35333333333333333,0.11307239682146872,0.006333333333333413,225,0.2963614695047177,0
50,0.8324666666666667,0.006666666666666667,0.1,0.51,0.38333333333333336,0.09690851819225278,0.024266666666666548,203,0.29659346471676606,0
51,0.8496000000000001,0.0,0.08666666666666667,0.4866666666666667,0.4266666666666667,0.08943084327265106,0.017133333333333445,217,0.29647935485312027,0
52,0.8546,0.0033333333333333335,0.09333333333333334,0.43666666666666665,0.4666666666666667,0.0938479340562183,0.004999999999999893,204,0.29670391721082207,0
53,0.8314666666666668,0.0,0.12,0.49333333333333335,0.38666666666666666,0.09831088304468664,-0.023133333333333228,216,0.29659346471676606,0
54,0.8219333333333334,0.0033333333333333335,0.13666666666666666,0.4866666666666667,0.37333333333333335,0.10484900100035115,-0.009533333333333394,221,0.29670391721082207,0
55,0.8081333333333334,0.006666666666666667,0.16333333333333333,0.4766666666666667,0.35333333333333333,0.11354836935599186,-0.013800000000000034,224,0.29659346471676606,0
56,0.7958666666666668,0.02,0.15333333333333332,0.5066666666666667,0.32,0.1179505221421789,-0.012266666666666537,227,0.29647935485312027,0
57,0.794,0.006666666666666667,0.16666666666666666,0.5333333333333333,0.29333333333333333,0.11046739434648734,-0.0018666666666667941,222,0.29598392465170054,0
58,0.8077333333333334,0.01,0.15,0.49666666666666665,0.3433333333333333,0.11167326950588745,0.013733333333333375,224,0.29647935485312027,0
59,0.8053333333333335,0.01,0.15333333333333332,0.5,0.33666666666666667,0.11220750551876355,-0.0023999999999999577,221,0.2963614695047177,0
0,0.29200000000000004,0.6933333333333334,0.30666666666666664,0.0,0.0,0.2184474885844755,0.04340000000000008,115,0.005053729766394266,1
1,0.3006,0.6833333333333333,0.2966666666666667,0.02,0.0,0.23421379463295675,0.008599999999999941,143,0.02419977749697569,1
2,0.29660000000000003,0.6966666666666667,0.2833333333333333,0.02,0.0,0.23224769611148627,-0.003999999999999948,134,0.026519903162117508,1
3,0.30860000000000004,0.6466666666666666,0.3466666666666667,0.0033333333333333335,0.0033333333333333335,0.23049830776985714,0.01200000000000001,164,0.023468477835535188,1
4,0.3026666666666667,0.6733333333333333,0.31,0.016666666666666666,0.0,0.23317914831130737,-0.005933333333333346,154,0.0368242111619765,1
5,0.31546666666666673,0.64,0.3333333333333333,0.02666666666666667,0.0,0.24214144829529496,0.012800000000000034,171,0.029039047516185697,1
6,0.3226666666666667,0.6066666666666667,0.37666666666666665,0.016666666666666666,0.0,0.2360812672176313,0.007199999999999984,163,0.03903254230889933,1
7,0.3283333333333333,0.6033333333333334,0.36333333333333334,0.03333333333333333,0.0,0.24614890016920526,0.005666666666666598,166,0.05180763122488333,1
8,0.3322666666666667,0.5933333333333334,0.37,0.03666666666666667,0.0,0.24762306046013957,0.0039333333333334,180,0.05325195081362213,1
9,0.3222,0.63,0.33,0.04,0.0,0.2504096834264437,-0.010066666666666724,160,0.05777395306459545,1
10,0.3167333333333333,0.6233333333333333,0.36333333333333334,0.013333333333333334,0.0,0.23401459341892983,-0.005466666666666675,160,0.04255531947014632,1
11,0.33620000000000005,0.5833333333333334,0.37666666666666665,0.04,0.0,0.24886575451120413,0.019466666666666743,170,0.04504851188695417,1
12,0.33813333333333334,0.58,0.37666666666666665,0.043333333333333335,0.0,0.2504560988433234,0.001933333333333287,184,0.06258255819781347,1
13,0.3374,0.57,0.4,0.03,0.0,0.24208061647895723,-0.0007333333333333636,177,0.06424950508723239,1
14,0.3478666666666667,0.56,0.38333333333333336,0.056666666666666664,0.0,0.2555219113325674,0.010466666666666735,197,0.06944256495029467,1
15,0.34126666666666666,0.5633333333333334,0.4,0.03666666666666667,0.0,0.2452243276681648,-0.00660000000000005,189,0.07492196832146468,1
16,0.33313333333333334,0.5966666666666667,0.36,0.043333333333333335,0.0,0.2515636048295651,-0.008133333333333326,186,0.07306394123087868,1
17,0.33233333333333337,0.59,0.37666666666666665,0.03333333333333333,0.0,0.2455132062855237,-0.0007999999999999674,175,0.05623493789872234,1
18,0.3430666666666667,0.5666666666666667,0.38666666666666666,0.04666666666666667,0.0,0.25104029019303076,0.010733333333333317,183,0.059344833432425435,1
19,0.34413333333333335,0.55,0.42,0.02666666666666667,0.0033333333333333335,0.2415601188169965,0.0010666666666666602,195,0.07123740850317073,1
20,0.3498666666666667,0.5533333333333333,0.39,0.056666666666666664,0.0,0.2547090955284559,0.005733333333333368,192,0.0806824264109985,1
21,0.36806666666666665,0.48333333333333334,0.47,0.04666666666666667,0.0,0.23738513554307833,0.01819999999999994,198,0.07873151355371248,1
22,0.3496666666666667,0.5633333333333334,0.37,0.06666666666666667,0.0,0.26087384810931097,-0.018399999999999972,212,0.12522893806130558,1
23,0.36786666666666673,0.49333333333333335,0.45,0.056666666666666664,0.0,0.24452941887157248,0.01820000000000005,184,0.07306394123087868,1
24,0.36593333333333333,0.49666666666666665,0.45,0.05333333333333334,0.0,0.24357867249650855,-0.001933333333333398,192,0.11799919316753656,1
25,0.3805333333333334,0.4666666666666667,0.46,0.07333333333333333,0.0,0.2462181733239903,0.014600000000000057,209,0.11562165051973508,1
26,0.40240000000000004,0.4,0.52,0.08,0.0,0.2301391650099409,0.021866666666666645,216,0.13752885503496,1
27,0.4075333333333334,0.41333333333333333,0.4766666666666667,0.10666666666666667,0.0033333333333333335,0.24756148099678332,0.005133333333333379,218,0.18673779936055632,1
28,0.41166666666666674,0.3933333333333333,0.5033333333333333,0.1,0.0033333333333333335,0.23869095816464275,0.004133333333333322,214,0.17719598481026572,1
29,0.4322000000000001,0.3466666666666667,0.5266666666666666,0.12333333333333334,0.0033333333333333335,0.23056866676950014,0.020533333333333348,213,0.19139810119829512,1
30,0.4216000000000001,0.37333333333333335,0.5066666666666667,0.12,0.0,0.23660974067046206,-0.010599999999999998,225,0.22126848644628744,1
31,0.42240000000000005,0.38,0.49,0.13,0.0,0.24230113636363693,0.0007999999999999674,213,0.20483981582802374,1
32,0.42660000000000003,0.3566666666666667,0.5233333333333333,0.12,0.0,0.23067197999687483,0.0041999999999999815,204,0.20045633165044976,1
33,0.43593333333333345,0.33666666666666667,0.5366666666666666,0.12,0.006666666666666667,0.2280802365295411,0.009333333333333416,234,0.21532531708732194,1
34,0.45073333333333343,0.31666666666666665,0.52,0.16333333333333333,0.0,0.22891633387565985,0.01479999999999998,219,0.22693605876912123,1
35,0.45660000000000006,0.29333333333333333,0.55,0.15333333333333332,0.0033333333333333335,0.2188168589088435,0.005866666666666631,214,0.23741744180218652,1
36,0.48906666666666676,0.25666666666666665,0.51,0.23,0.0033333333333333335,0.22094420210832472,0.0324666666666667,232,0.2481923687751166,1
37,0.4961333333333334,0.24666666666666667,0.5133333333333333,0.22666666666666666,0.013333333333333334,0.2211358953686288,0.0070666666666666655,230,0.26208537319259606,1
38,0.5422000000000001,0.18,0.5,0.29,0.03,0.20584655108815952,0.0460666666666667,229,0.2652758044232933,1
39,0.5595333333333333,0.13333333333333333,0.54,0.29,0.03666666666666667,0.18591405536359681,0.0173333333333332,220,0.28110799318290103,1
40,0.5873333333333334,0.12333333333333334,0.4666666666666667,0.36666666666666664,0.043333333333333335,0.186076428301173,0.027800000000000047,238,0.287868130554599,1
41,0.5988666666666668,0.09666666666666666,0.48333333333333334,0.37333333333333335,0.04666666666666667,0.17398233700693927,0.011533333333333395,234,0.2889802227983911,1
42,0.6268,0.06,0.47,0.41,0.06,0.15806636885768996,0.027933333333333255,236,0.29148644027395926,1
43,0.6440666666666668,0.06333333333333334,0.4066666666666667,0.4633333333333333,0.06666666666666667,0.15717869095676804,0.017266666666666763,239,0.2940479082797767,1
44,0.6214666666666666,0.11,0.3933333333333333,0.4266666666666667,0.07,0.18293642279911343,-0.022600000000000176,227,0.2938502970654055,1
45,0.6573333333333334,0.06333333333333334,0.3933333333333333,0.43333333333333335,0.11,0.16553076402974984,0.035866666666666824,244,0.2903113605904648,1
46,0.6830666666666667,0.056666666666666664,0.31,0.53,0.10333333333333333,0.14851128895829277,0.025733333333333275,233,0.2938502970654055,1
47,0.6868000000000001,0.03333333333333333,0.36333333333333334,0.4766666666666667,0.12666666666666668,0.1470788843590242,0.0037333333333333663,239,0.29423929404815724,1
48,0.7190000000000002,0.023333333333333334,0.29,0.5333333333333333,0.15333333333333332,0.1330196260237983,0.03220000000000012,236,0.29541985383588765,1
49,0.7112666666666667,0.03666666666666667,0.29,0.52,0.15333333333333332,0.14164182835004832,-0.007733333333333481,228,0.29584968253300425,1
50,0.7240000000000001,0.02666666666666667,0.2966666666666667,0.48333333333333334,0.19333333333333333,0.14275936157151628,0.012733333333333374,242,0.2952670584733854,1
51,0.7246000000000001,0.023333333333333334,0.27,0.5533333333333333,0.15333333333333332,0.12895175882479218,0.0006000000000000449,234,0.2957110182332627,1
52,0.7400666666666668,0.016666666666666666,0.26,0.53,0.19333333333333333,0.12871963486772964,0.015466666666666629,221,0.29584968253300425,1
53,0.7573333333333335,0.016666666666666666,0.21666666666666667,0.55,0.21666666666666667,0.1219336854460092,0.017266666666666763,234,0.29611388174079123,1
54,0.7559333333333335,0.01,0.24333333333333335,0.52,0.22666666666666666,0.12500720228121223,-0.0014000000000000679,227,0.29611388174079123,1
55,0.7745333333333335,0.013333333333333334,0.20666666666666667,0.5066666666666667,0.2733333333333333,0.12354736902507588,0.01860000000000006,227,0.2963614695047177,1
56,0.7872666666666667,0.016666666666666666,0.17,0.52,0.29333333333333333,0.11816891071781394,0.012733333333333152,229,0.29623968694525143,1
57,0.7963333333333334,0.01,0.19333333333333333,0.45,0.3466666666666667,0.12325798800055812,0.009066666666666778,227,0.29611388174079123,1
58,0.7858,0.01,0.17333333333333334,0.5433333333333333,0.2733333333333333,0.11273747914368926,-0.010533333333333394,234,0.2963614695047177,1
59,0.797,0.0033333333333333335,0.17333333333333334,0.5166666666666667,0.30666666666666664,0.11104279938658844,0.011199999999999988,224,0.2963614695047177,1
0,0.28393333333333337,0.7233333333333334,0.2733333333333333,0.0033333333333333335,0.0,0.21472254832902934,0.04420000000000007,104,0.004016075348299431,2
1,0.3206,0.6166666666666667,0.36333333333333334,0.02,0.0,0.23831773757538002,0.036666666666666625,163,0.018310455321897567,2
2,0.34613333333333335,0.5533333333333333,0.4033333333333333,0.043333333333333335,0.0,0.24774910118130503,0.025533333333333352,166,0.04766073146427453,2
3,0.34600000000000003,0.56,0.39,0.05,0.0,0.25208092485549194,-0.00013333333333331865,168,0.07873151355371248,2
4,0.3412666666666667,0.5633333333333334,0.4,0.03666666666666667,0.0,0.2452243276681648,-0.004733333333333312,185,0.07492196832146468,2
5,0.3482,0.5433333333333333,0.4166666666666667,0.04,0.0,0.2446544131725068,0.006933333333333291,187,0.07306394123087868,2
6,0.36073333333333335,0.5233333333333333,0.41333333333333333,0.06333333333333334,0.0,0.2535027413293912,0.01253333333333334,201,0.08467468291267796,2
7,0.36786666666666673,0.49333333333333335,0.45,0.056666666666666664,0.0,0.24452941887157248,0.00713333333333338,197,0.09733910310316371,2
8,0.36773333333333336,0.5,0.43666666666666665,0.06333333333333334,0.0,0.24912134396906016,-0.00013333333333337416,202,0.11799919316753656,2
9,0.3725333333333333,0.49333333333333335,0.43333333333333335,0.07333333333333333,0.0,0.2523645907897882,0.004799999999999971,197,0.11326220063944359,2
10,0.3757333333333333,0.47333333333333333,0.4633333333333333,0.06333333333333334,0.0,0.24324934942039325,0.0031999999999999806,209,0.11799919316753656,2
11,0.3581333333333333,0.55,0.37,0.07666666666666666,0.0033333333333333335,0.26690866219905746,-0.017600000000000005,199,0.13257896823781393,2
12,0.35406666666666664,0.53,0.42333333333333334,0.04666666666666667,0.0,0.2462442728927388,-0.004066666666666663,201,0.0806824264109985,2
13,0.3699333333333334,0.48333333333333334,0.4633333333333333,0.05333333333333334,0.0,0.24072865981858635,0.01586666666666675,190,0.09300765566171622,2
14,0.39733333333333337,0.42,0.49666666666666665,0.08333333333333333,0.0,0.2377572706935127,0.02739999999999998,190,0.12522893806130558,2
15,0.40800000000000003,0.4266666666666667,0.45,0.11666666666666667,0.006666666666666667,0.25764161220043635,0.010666666666666658,216,0.1723327550434976,2
16,0.44140000000000007,0.30666666666666664,0.5766666666666667,0.11333333333333333,0.0033333333333333335,0.21153853899209613,0.03340000000000004,213,0.16742103176218598,2
17,0.4624666666666667,0.2966666666666667,0.53,0.16,0.013333333333333334,0.2283662486185194,0.021066666666666622,213,0.24222604693540453,2
18,0.46613333333333334,0.27,0.58,0.12666666666666668,0.023333333333333334,0.21419527078566006,0.0036666666666666514,230,0.24674804918637783,2
19,0.48746666666666677,0.29,0.44666666666666666,0.26,0.0033333333333333335,0.23964259664478532,0.021333333333333426,226,0.25744468052985364,2
20,0.5035999999999999,0.18333333333333332,0.61,0.20333333333333334,0.0033333333333333335,0.18180125319918838,0.016133333333333166,245,0.24960551554017726,2
21,0.5254666666666667,0.23333333333333334,0.44666666666666666,0.29333333333333333,0.02666666666666667,0.22894865939270942,0.021866666666666812,232,0.28050924926140075,2
22,0.5339333333333334,0.15666666666666668,0.57,0.25333333333333335,0.02,0.1864706371998173,0.008466666666666622,233,0.2691647925248245,2
23,0.5655333333333334,0.14,0.51,0.30666666666666664,0.043333333333333335,0.19263271641321894,0.03160000000000007,231,0.2848409513293759,2
24,0.5826666666666667,0.11666666666666667,0.4866666666666667,0.36666666666666664,0.03,0.17905415713196068,0.017133333333333223,233,0.2870678235176741,2
25,0.6134666666666667,0.09,0.4633333333333333,0.37666666666666665,0.07,0.1762044483083388,0.03080000000000005,233,0.2896664413001366,2
26,0.6256,0.09,0.42,0.42,0.07,0.1740153452685424,0.01213333333333333,237,0.2920209019269402,2
27,0.6542666666666668,0.06666666666666667,0.4,0.42,0.11333333333333333,0.1688349976224441,0.02866666666666673,231,0.2920209019269402,2
28,0.6648666666666668,0.06333333333333334,0.35333333333333333,0.49,0.09333333333333334,0.1571279120291454,0.010600000000000054,230,0.2936462668634797,2
29,0.6682000000000001,0.05333333333333334,0.37,0.47333333333333333,0.10333333333333333,0.15547008547008553,0.0033333333333332993,246,0.2938502970654055,2
30,0.7002666666666668,0.04,0.30666666666666664,0.52,0.13333333333333333,0.14331556232546347,0.03206666666666669,248,0.29442464260955353,2
31,0.7188666666666668,0.023333333333333334,0.31666666666666665,0.47333333333333333,0.18666666666666668,0.14337784784691962,0.01859999999999995,235,0.2951092501885677,2
32,0.7396,0.02666666666666667,0.22,0.5866666666666667,0.16666666666666666,0.12219097410011405,0.02073333333333327,237,0.29584968253300425,2
33,0.7447333333333334,0.01,0.2833333333333333,0.48,0.22666666666666666,0.1337048309611195,0.005133333333333323,215,0.2957110182332627,2
34,0.7531333333333334,0.016666666666666666,0.21333333333333335,0.5766666666666667,0.19333333333333333,0.117927178306925,0.008400000000000074,237,0.2963614695047177,2
35,0.7571333333333334,0.02,0.23666666666666666,0.49333333333333335,0.25,0.13280473129641052,0.0040000000000000036,234,0.29611388174079123,2
36,0.7696666666666668,0.01,0.21,0.5333333333333333,0.24666666666666667,0.11940089504836161,0.012533333333333396,211,0.29598392465170054,2
37,0.7785333333333334,0.013333333333333334,0.21333333333333335,0.47333333333333333,0.3,0.1274544727978535,0.008866666666666578,222,0.2963614695047177,2
38,0.784,0.006666666666666667,0.18666666666666668,0.5333333333333333,0.2733333333333333,0.11396825396825364,0.00546666666666662,228,0.29623968694525143,2
39,0.7748666666666667,0.01,0.19666666666666666,0.54,0.25333333333333335,0.11678367604462381,-0.009133333333333327,217,0.29647935485312027,2
40,0.7886666666666667,0.0033333333333333335,0.19,0.5166666666666667,0.29,0.11406875176105928,0.013800000000000034,227,0.2963614695047177,2
41,0.7802666666666667,0.006666666666666667,0.2,0.52,0.2733333333333333,0.11738437001594888,-0.008400000000000074,227,0.29659346471676606,2
42,0.7832666666666668,0.02,0.18,0.5033333333333333,0.2966666666666667,0.1233095015178596,0.0030000000000001137,237,0.29647935485312027,2
43,0.7954000000000001,0.006666666666666667,0.18,0.49666666666666665,0.31666666666666665,0.11579387030983695,0.01213333333333333,227,0.29598392465170054,2
44,0.7994666666666668,0.0033333333333333335,0.15666666666666668,0.5433333333333333,0.2966666666666667,0.1057366021792304,0.004066666666666663,225,0.29647935485312027,2
45,0.8240000000000002,0.0,0.14666666666666667,0.4666666666666667,0.38666666666666666,0.1058468176914776,0.024533333333333407,224,0.29659346471676606,2
46,0.8307333333333334,0.0033333333333333335,0.1,0.53,0.36666666666666664,0.0939279886579457,0.006733333333333258,220,0.29670391721082207,2
47,0.8330000000000001,0.0033333333333333335,0.12333333333333334,0.4666666666666667,0.4066666666666667,0.10210617580365446,0.002266666666666639,219,0.29659346471676606,2
48,0.8205333333333334,0.0033333333333333335,0.12333333333333334,0.5233333333333333,0.35,0.09996045932185021,-0.012466666666666626,223,0.29659346471676606,2
49,0.8206666666666668,0.0033333333333333335,0.13333333333333333,0.5,0.36333333333333334,0.10348226374221478,0.00013333333333331865,215,0.29659346471676606,2
50,0.8282000000000002,0.013333333333333334,0.10666666666666667,0.49,0.39,0.10366175641954442,0.007533333333333392,218,0.29659346471676606,2
51,0.8279333333333334,0.0,0.13,0.4866666666666667,0.38333333333333336,0.10106315591700858,-0.0002666666666667483,233,0.29623968694525143,2
52,0.8316,0.01,0.10666666666666667,0.4866666666666667,0.39666666666666667,0.10158302602747028,0.003666666666666596,223,0.29670391721082207,2
53,0.8452000000000001,0.0033333333333333335,0.10333333333333333,0.45666666666666667,0.43666666666666665,0.09677604248829974,0.013600000000000056,233,0.2963614695047177,2
54,0.8502666666666666,0.0033333333333333335,0.08,0.4866666666666667,0.43,0.08974543933929188,0.005066666666666553,218,0.29659346471676606,2
55,0.8410000000000001,0.0033333333333333335,0.1,0.48333333333333334,0.41333333333333333,0.09546703659664407,-0.009266666666666534,205,0.29659346471676606,2
56,0.8554666666666668,0.0,0.08666666666666667,0.46,0.4533333333333333,0.08964048212801326,0.014466666666666739,219,0.29659346471676606,2
57,0.8486000000000001,0.0033333333333333335,0.08333333333333333,0.4866666666666667,0.4266666666666667,0.09071071306989249,-0.006866666666666688,221,0.29670391721082207,2
58,0.8426666666666667,0.006666666666666667,0.11333333333333333,0.43333333333333335,0.44666666666666666,0.10197257383966227,-0.005933333333333457,239,0.29659346471676606,2
59,0.8318666666666666,0.006666666666666667,0.11,0.49,0.3933333333333333,0.10018325586365298,-0.010800000000000032,223,0.29647935485312027,2
0,0.2939333333333334,0.69,0.30666666666666664,0.0033333333333333335,0.0,0.22147954940651754,0.05160000000000009,105,0.003638530495282271,3
1,0.2879333333333334,0.71,0.2866666666666667,0.0033333333333333335,0.0,0.21775951223277037,-0.006000000000000005,146,0.024951808948176703,3
2,0.31766666666666665,0.6233333333333333,0.36,0.016666666666666666,0.0,0.23617698495977663,0.02973333333333328,158,0.020741526103004036,3
3,0.32173333333333337,0.6066666666666667,0.38,0.013333333333333334,0.0,0.23395220334300368,0.004066666666666718,180,0.04504851188695417,3
4,0.3414,0.5566666666666666,0.41333333333333333,0.03,0.0,0.24072837336457772,0.01966666666666661,168,0.05180763122488333,3
5,0.35860000000000003,0.5366666666666666,0.3933333333333333,0.07,0.0,0.2588529466443582,0.01720000000000005,176,0.07681125260257259,3
6,0.34833333333333333,0.5366666666666666,0.43,0.03333333333333333,0.0,0.24005422647527952,-0.010266666666666702,179,0.08878451171485123,3
7,0.35800000000000004,0.52,0.43,0.05,0.0,0.24631284916201168,0.009666666666666712,188,0.08878451171485123,3
8,0.37506666666666666,0.46,0.49333333333333335,0.04666666666666667,0.0,0.23189714421140006,0.01706666666666662,185,0.09954366834955011,3
9,0.3914,0.43666666666666665,0.48333333333333334,0.08,0.0,0.24119741100323686,0.016333333333333366,203,0.14250624375631799,3
10,0.4050666666666667,0.39666666666666667,0.52,0.08,0.0033333333333333335,0.2318542901031385,0.01366666666666666,194,0.15998521147533934,3
11,0.40613333333333346,0.4266666666666667,0.45666666666666667,0.11,0.006666666666666667,0.25533267673451565,0.0010666666666667712,216,0.18907806687532538,3
12,0.4354666666666667,0.3233333333333333,0.5633333333333334,0.11,0.0033333333333333335,0.21701877934272337,0.029333333333333267,219,0.16742103176218598,3
13,0.4626666666666667,0.30666666666666664,0.5033333333333333,0.18333333333333332,0.006666666666666667,0.23415465898174886,0.027200000000000002,219,0.23405148067779522,3
14,0.47366666666666674,0.26,0.5633333333333334,0.16666666666666666,0.01,0.21243959652826674,0.01100000000000001,225,0.24222604693540453,3
