Step,AgentID,Sustainability,Habit,Threshold,CampaignSensitivity,PriceSensitivity,Scenario,AverageSustainability
0,0,0.2705512016099782,0.4522945146386222,0.3345283856730956,0.35564315131565166,0.6578169601410279,economic,0.13864170500380835
0,1,0.22897283365563922,0.6014819560707432,0.5732879018385704,0.06777747509883053,0.934129022125594,economic,0.13864170500380835
0,2,0.17652159435209422,0.5088250706425403,0.5934610135049533,0.3990969931127832,0.5457114039397852,economic,0.13864170500380835
0,3,0.09125221026661277,0.515713060562258,0.49286511774479125,0.13446119429423103,0.3894220557712672,economic,0.13864170500380835
0,4,0.15591985331801575,0.6824425597178785,0.6138542444408788,0.0806790447794114,0.4694517637164559,economic,0.13864170500380835
0,5,0.1605503747919728,0.5643618634993636,0.3796550484146445,0.273924188094519,0.9347372467155595,economic,0.13864170500380835
0,6,0.21573454625013747,0.6214133393859317,0.4046690166707636,0.3053976070675049,0.8740998524865984,economic,0.13864170500380835
0,7,0.24771768452735213,0.2734236667632304,0.6596411063257389,0.42800601142950934,0.8657506619563974,economic,0.13864170500380835
0,8,0.0354336598764406,0.26447664740687354,0.5410695717727445,0.036070421242567485,0.8806022703880483,economic,0.13864170500380835
0,9,0.06291594159406379,0.2634553439095894,0.48368431579202154,0.23929227271556364,0.41551062676026607,economic,0.13864170500380835
0,10,0.020544288983033065,0.2405061542728365,0.5971937181142234,0.061374050904418664,0.5260961942714315,economic,0.13864170500380835
0,11,0.15155901562955335,0.29606725781909976,0.6680601355833835,0.43728689714272506,0.8110398055093786,economic,0.13864170500380835
0,12,0.23581039513892074,0.6031094624114571,0.5375136560380531,0.4895905800471218,0.9058256880653948,economic,0.13864170500380835
0,13,0.10371177395219644,0.4864840654872648,0.45383999630293215,0.2359723629645683,0.14643679112653007,economic,0.13864170500380835
0,14,0.07361573004022585,0.7934937683870291,0.697153295392211,0.05208121116695574,0.33390274731169267,economic,0.13864170500380835
0,15,0.27766280534333126,0.24945743609222162,0.6794687562894062,0.315627300199213,0.5255387217876453,economic,0.13864170500380835
0,16,0.1437663454560155,0.3471645041123119,0.3189396241625409,0.015452831208532913,0.281081281156944,economic,0.13864170500380835
0,17,0.04567376517416235,0.7957411825334151,0.4964985335174792,0.14357086108030237,0.8482955503339968,economic,0.13864170500380835
0,18,0.18923751652735188,0.3822131893667067,0.5437126039065443,0.1279119465941767,0.3732343457267685,economic,0.13864170500380835
0,19,0.07393257253094389,0.45102831521289377,0.43017420679409746,0.05561010435305891,0.272433560197361,economic,0.13864170500380835
0,20,0.25858781687834553,0.365923621601214,0.514666481016234,0.009202058311327477,0.7683645185454294,economic,0.13864170500380835
0,21,0.25098337290480677,0.6849512850796989,0.4404907283316415,0.08601759713317664,0.8959334211594712,economic,0.13864170500380835
0,22,0.2737188269022002,0.36125275508205823,0.5760234622254832,0.40943595449477105,0.21366221202154367,economic,0.13864170500380835
0,23,0.0548654355303938,0.7309272383325527,0.3793066233060156,0.27679598209120265,0.3897643282297373,economic,0.13864170500380835
0,24,0.09983568123058886,0.7675694906189545,0.3531940229605609,0.03645340097799388,0.8642803975251488,economic,0.13864170500380835
0,25,0.11785699985244488,0.4837161050137468,0.5687437601269067,0.06041369107877792,0.016672533354847308,economic,0.13864170500380835
0,26,0.2328906700794313,0.614093829392491,0.45325679890709863,0.2861881233793426,0.6546670564080326,economic,0.13864170500380835
0,27,0.09958009734187402,0.6762903864452101,0.303408091981163,0.30890871696596484,0.7791783818856213,economic,0.13864170500380835
0,28,0.02399306177437266,0.6928695106104287,0.6891114445417932,0.3017159494495544,0.3045720357820071,economic,0.13864170500380835
0,29,0.23496878686434172,0.2238465636434053,0.39636411995695525,0.12114883316369979,0.11541936877589654,economic,0.13864170500380835
0,30,0.028927926225920584,0.3445967989554455,0.3613815994085989,0.29690694747142565,0.015581189853792643,economic,0.13864170500380835
0,31,0.14382102860696053,0.479334040517197,0.48506979745388473,0.34081740513287884,0.6446548520554966,economic,0.13864170500380835
0,32,0.013748281163085284,0.5992995426401774,0.324732556939625,0.20536770452404346,0.7117108265369365,economic,0.13864170500380835
0,33,0.10775445039244198,0.795592568613771,0.5988138681920248,0.4809870219000657,0.7620191869560622,economic,0.13864170500380835
0,34,0.16143386846548807,0.3798415734834031,0.5206036501105895,0.3106465914508879,0.47080136772741277,economic,0.13864170500380835
0,35,0.14397916804037938,0.7299390420629646,0.43274916626517024,0.42706136366130953,0.8219496552000246,economic,0.13864170500380835
0,36,0.15975001482813486,0.7397030630059056,0.3664816539841576,0.31958614153835807,0.2629130503553766,economic,0.13864170500380835
0,37,0.22606016244403915,0.684000196862046,0.5395011242743312,0.48542586740456756,0.2012616029714196,economic,0.13864170500380835
0,38,0.24163537223316342,0.6669652463983534,0.6949555873894016,0.3375830202043145,0.892199040735552,economic,0.13864170500380835
