Step,AgentID,Sustainability,Habit,Threshold,CampaignSensitivity,PriceSensitivity,Scenario,AverageSustainability
0,0,0.2986268068478141,0.44493919999143067,0.6874837459876635,0.3593423171331992,0.46768030724811727,campaign,0.19639772434124864
0,1,0.15085511487585407,0.11782364445308818,0.34795464557884964,0.477649869541079,0.4639026625391607,campaign,0.19639772434124864
0,2,0.1751016867873674,0.3988293351871542,0.39547438104633836,0.19108927826620897,0.3247369577761982,campaign,0.19639772434124864
0,3,0.021762934347947193,0.359505272329666,0.6733037511974835,0.24684973328924972,0.6896926700456156,campaign,0.19639772434124864
0,4,0.2961699190894513,0.524126730275934,0.34281439108376704,0.3250962439725991,0.4955273941698757,campaign,0.19639772434124864
0,5,0.1902713876655239,0.09440961206941087,0.33691938708509334,0.2637482925790521,0.44780641221643536,campaign,0.19639772434124864
0,6,0.16550412633791736,0.4382654616376963,0.6615714286239572,0.39456959169781375,0.42492306961718346,campaign,0.19639772434124864
0,7,0.0924775049790401,0.43505085206397587,0.3840306153359016,0.2042163100304346,0.33648989282658515,campaign,0.19639772434124864
0,8,0.2789643047081023,0.4180346369308754,0.3099145447592755,0.421540607816566,0.11777752562648625,campaign,0.19639772434124864
0,9,0.2616500348718269,0.5548167482236284,0.3910381949631081,0.0,0.5666643763583132,campaign,0.19639772434124864
0,10,0.11990351530801825,0.07856931044797538,0.5424835413224572,0.3063748960704929,0.4264442942148198,campaign,0.19639772434124864
0,11,0.0005073834655888399,0.35213981011223133,0.32798952445052404,0.3841308822019612,0.08493588294922955,campaign,0.19639772434124864
0,12,0.09009668046337925,0.22298634339189466,0.3509151196236613,0.0,0.4425224970880829,campaign,0.19639772434124864
0,13,0.00012178190918625819,0.17515953761222702,0.48599527609880566,0.2747611223941516,0.33017573298561365,campaign,0.19639772434124864
0,14,0.050907418859416416,0.07788978548934773,0.6273693858146656,0.5633427557459885,0.31152374083658174,campaign,0.19639772434124864
0,15,0.773452763223505,0.4686047203372093,0.5519061522950854,0.0,0.39808612615669087,campaign,0.19639772434124864
0,16,0.0016634454414095278,0.6057929020359025,0.37035467268261263,0.6259687149559121,0.24584221843380805,campaign,0.19639772434124864
0,17,0.13693854764105176,0.2511392173708318,0.545060929104705,0.4519200257622768,0.5881437984116811,campaign,0.19639772434124864
0,18,0.22309663264787546,0.35349804602344087,0.6063254737188661,0.3195795136690415,0.3371256322293857,campaign,0.19639772434124864
0,19,0.08151453212465538,0.322428941599114,0.577579924919621,0.3756846949364694,0.3480149623222611,campaign,0.19639772434124864
0,20,0.06205031685432307,0.22873202201551748,0.6426928129215737,0.44706937396785995,0.20385796367178535,campaign,0.19639772434124864
0,21,0.25603438517073135,0.3942911181262427,0.38776865384857445,0.27732688390328225,0.26857540513820694,campaign,0.19639772434124864
0,22,0.04951341936105264,0.23901512285298254,0.45760810253588186,0.32270869922663,0.442501013540157,campaign,0.19639772434124864
